제목,언론사,날짜,링크
"한화투자 ""삼성SDI, 중장기 실적 개선 전망…목표가↑""",연합뉴스,20200504,http://yna.kr/AKR20200504019600008?did=1195m
"삼성SDI, 1분기 바닥으로 실적 개선",아시아경제,20200505,https://view.asiae.co.kr/article/2020050418513594855
"삼성SDI, 전기차 성장 기대…목표가↑-교보",이데일리,20200506,http://www.edaily.co.kr/news/newspath.asp?newsid=01607206625766296
"LG화학, 글로벌 전기차 배터리 '첫 1위'…삼성SDIㆍSK이노베이션 각각 4...",중소기업뉴스,20200507,http://news.kbiz.or.kr/news/articleView.html?idxno=66828
삼성 준법위 “李부회장 사과 의미있게 평가… 실천 방안 보강하라”,서울신문,20200508,https://n.news.naver.com/article/081/0003088674?sid=101
"배터리 업계, 1분기 실적 희비 교차…삼성SDI ‘방긋’",쿠키뉴스,20200509,http://www.kukinews.com/news/article.html?no=785380
韓中 기업인 신속입국 본격화··· 삼성 직원 등 215명 톈진행,서울경제,20200510,https://www.sedaily.com/NewsView/1Z2P4JK3OJ
"[단독] 삼성SDI 헝가리 급파 직원들, 현지선 코로나19 양성·국내선 음성",아이뉴스24,20200511,http://www.inews24.com/view/1263783
"삼성, 코로나19 여파에 GSAT 온라인으로 대체",이데일리,20200512,http://www.edaily.co.kr/news/newspath.asp?newsid=03814646625768264
삼성SDI 급등...이재용·정의선 '깜짝 만남' 기대감,한국경제TV,20200513,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202005130226&t=NN
이재용-정의선 만나도…G80에 삼성 배터리 넣긴 어려운 이유,KBS,20200514,http://news.kbs.co.kr/news/view.do?ncd=4446306&ref=A
[경제 블로그] 삼성·현대차 ‘K배터리’ 드림팀 주목하는 이유,서울신문,20200515,https://www.seoul.co.kr/news/newsView.php?id=20200515019015&wlog_tag3=naver
삼성 배터리 탑재한 'G80' 등장할까,노컷뉴스,20200516,https://www.nocutnews.co.kr/news/5344536
"국내 게임사 첫 시총 20조원…넥슨, 삼성SDI도 넘어섰다",한국경제,20200517,https://n.news.naver.com/article/015/0004342077?sid=105
"[김대성의 종목분석] 삼성SDI, 전기차 배터리 기대감에 급등후 주춤, 왜?",조세일보,20200518,https://n.news.naver.com/article/123/0002223845?sid=101
"현대차, 삼성SDI 배터리 장착?...미확인 보도에 업계 혼란",지디넷코리아,20200519,https://www.zdnet.co.kr/view/?no=20200519162856
"삼성SDI, 천안시노인종합복지관에 코로나19 후원금 전달",국제뉴스,20200520,http://www.gukjenews.com/news/articleView.html?idxno=2003895
"삼성SDI, 주가 33만 6500원.. 전일대비 1.66%",아시아경제,20200521,https://view.asiae.co.kr/article/2020052113105211145
"삼성전자, 중국 시안 반도체 공장에 한달간 500여명 급파(종합2보)",연합뉴스,20200522,https://n.news.naver.com/article/001/0011628043?sid=101
"삼성증권, ""성장주 중심으로 주도주 변화""...주간 추천종목 10선 발표",글로벌이코노믹,20200523,http://www.g-enews.com/ko-kr/news/article/news_all/202005230636165442edf69f862c_1/article.html
코로나19 사태 속 빛난 삼성SDI-간호사관학교 '부부의 세계',이데일리,20200524,http://www.edaily.co.kr/news/newspath.asp?newsid=01479286625772200
"[단독] 희망퇴직·전적 권하는 삼성디스플레이, 구조조정 시작됐다",조선비즈,20200525,https://biz.chosun.com/site/data/html_dir/2020/05/24/2020052401933.html?utm_source=naver&utm_medium=original&utm_campaign=biz
그린뉴딜株 `훈풍`…삼성SDI 최고가 뚫었다,매일경제,20200526,http://news.mk.co.kr/newsRead.php?no=539098&year=2020
"[빅데이터MSI]시장심리 톱5, LG화학·카카오·삼성SDI·현대로템·SK이노...",뉴시스,20200527,http://www.newsis.com/view/?id=NISX20200527_0001038135&cID=10401&pID=10400
