basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20240102,011200,KR7011200003,HMM,KOSPI,20600,1020,5.21,20350,21200,20100,7036113,144967777050,689039496,14194213617600
20240103,011200,KR7011200003,HMM,KOSPI,19920,-680,-3.3,20850,21050,19800,3726809,74959681580,689039496,13725666760320
20240104,011200,KR7011200003,HMM,KOSPI,20500,580,2.91,20550,21600,20200,10458014,218448763620,689039496,14125309668000
20240105,011200,KR7011200003,HMM,KOSPI,20550,50,.24,20750,20950,19500,4017702,82136783710,689039496,14159761642800
20240108,011200,KR7011200003,HMM,KOSPI,20700,150,.73,20650,20950,20200,2537661,52309219950,689039496,14263117567200
20240109,011200,KR7011200003,HMM,KOSPI,19710,-990,-4.78,20400,20650,19580,3895959,77567842270,689039496,13580968466160
20240110,011200,KR7011200003,HMM,KOSPI,19080,-630,-3.2,19630,19890,19050,2577117,50080011440,689039496,13146873583680
20240111,011200,KR7011200003,HMM,KOSPI,19590,510,2.67,19110,19860,19110,2503832,49168769170,689039496,13498283726640
20240112,011200,KR7011200003,HMM,KOSPI,20650,1060,5.41,20400,21200,19900,8556986,175826126860,689039496,14228665592400
20240115,011200,KR7011200003,HMM,KOSPI,20600,-50,-.24,21100,21150,20150,3900651,80348991200,689039496,14194213617600
20240116,011200,KR7011200003,HMM,KOSPI,20700,100,.49,20450,21000,20050,2724515,56242864950,689039496,14263117567200
20240117,011200,KR7011200003,HMM,KOSPI,20300,-400,-1.93,20700,21050,20050,4280225,87895497550,689039496,13987501768800
20240118,011200,KR7011200003,HMM,KOSPI,19590,-710,-3.5,20350,20400,19450,2872035,56595806570,689039496,13498283726640
20240119,011200,KR7011200003,HMM,KOSPI,19220,-370,-1.89,19510,19650,19090,2322203,44774977770,689039496,13243339113120
20240122,011200,KR7011200003,HMM,KOSPI,18750,-470,-2.45,19010,19400,18650,1827870,34647159590,689039496,12919490550000
20240123,011200,KR7011200003,HMM,KOSPI,19800,1050,5.6,19020,20450,18990,4524241,89961046000,689039496,13642982020800
20240124,011200,KR7011200003,HMM,KOSPI,20000,200,1.01,19700,20600,19460,6896073,132638365003,689039496,13780789920000
20240125,011200,KR7011200003,HMM,KOSPI,20000,0,0,20000,20150,19450,1859212,36935827990,689039496,13780789920000
20240126,011200,KR7011200003,HMM,KOSPI,19680,-320,-1.6,20100,20200,19360,1823327,36063954510,689039496,13560297281280
20240129,011200,KR7011200003,HMM,KOSPI,19440,-240,-1.22,19640,19850,19350,1438594,28217299840,689039496,13394927802240
20240130,011200,KR7011200003,HMM,KOSPI,19280,-160,-.82,19660,19780,19220,1243440,24140031790,689039496,13284681482880
20240131,011200,KR7011200003,HMM,KOSPI,19290,10,.05,19190,19340,18960,1155040,22094002380,689039496,13291571877840
20240201,011200,KR7011200003,HMM,KOSPI,19030,-260,-1.35,19230,19230,18920,1242433,23635536650,689039496,13112421608880
20240202,011200,KR7011200003,HMM,KOSPI,19660,630,3.31,18980,19860,18940,6697509,124466081590,689039496,13546516491360
20240205,011200,KR7011200003,HMM,KOSPI,19110,-550,-2.8,19960,19960,19000,2206831,42400076070,689039496,13167544768560
20240206,011200,KR7011200003,HMM,KOSPI,19160,50,.26,19050,19510,19000,1304800,25135299600,689039496,13201996743360
20240207,011200,KR7011200003,HMM,KOSPI,19080,-80,-.42,19030,20200,17500,5677567,108277508880,689039496,13146873583680
20240208,011200,KR7011200003,HMM,KOSPI,18380,-700,-3.67,18900,19200,18350,3452564,64422544710,689039496,12664545936480
20240213,011200,KR7011200003,HMM,KOSPI,17820,-560,-3.05,18510,18690,17810,3654689,66324619280,689039496,12278683818720
20240214,011200,KR7011200003,HMM,KOSPI,17750,-70,-.39,17610,17830,17430,1980653,34917776460,689039496,12230451054000
20240215,011200,KR7011200003,HMM,KOSPI,17490,-260,-1.46,17940,18020,17470,1778133,31490477240,689039496,12051300785040
20240216,011200,KR7011200003,HMM,KOSPI,17830,340,1.94,17580,18080,17550,2345133,41801056250,689039496,12285574213680
20240219,011200,KR7011200003,HMM,KOSPI,18680,850,4.77,18070,18680,18050,3121103,57594167170,689039496,12871257785280
20240220,011200,KR7011200003,HMM,KOSPI,18620,-60,-.32,18700,18750,18230,1643541,30458592650,689039496,12829915415520
20240221,011200,KR7011200003,HMM,KOSPI,19060,440,2.36,18690,19240,18490,2632144,50032251550,689039496,13133092793760
20240222,011200,KR7011200003,HMM,KOSPI,19110,50,.26,19080,19190,18720,1403091,26626300540,689039496,13167544768560
20240223,011200,KR7011200003,HMM,KOSPI,19060,-50,-.26,19250,19420,19050,1753507,33711624330,689039496,13133092793760
20240226,011200,KR7011200003,HMM,KOSPI,19170,110,.58,19150,19400,19060,1638350,31596145950,689039496,13208887138320
20240227,011200,KR7011200003,HMM,KOSPI,18370,-800,-4.17,19250,19360,18340,2046464,38178082510,689039496,12657655541520
20240228,011200,KR7011200003,HMM,KOSPI,18370,0,0,18370,18690,18260,1260284,23156267060,689039496,12657655541520
20240229,011200,KR7011200003,HMM,KOSPI,18270,-100,-.54,18310,18630,18260,1775348,32596466380,689039496,12588751591920
20240304,011200,KR7011200003,HMM,KOSPI,17890,-380,-2.08,18450,18460,17890,1488235,26869296390,689039496,12326916583440
20240305,011200,KR7011200003,HMM,KOSPI,17680,-210,-1.17,17800,18150,17650,1270998,22637396140,689039496,12182218289280
20240306,011200,KR7011200003,HMM,KOSPI,17200,-480,-2.71,17570,17780,17170,1799871,31086697370,689039496,11851479331200
20240307,011200,KR7011200003,HMM,KOSPI,17010,-190,-1.1,17200,17450,16940,1400703,23985242760,689039496,11720561826960
20240308,011200,KR7011200003,HMM,KOSPI,16950,-60,-.35,17020,17260,16900,1411684,24005707850,689039496,11679219457200
20240311,011200,KR7011200003,HMM,KOSPI,16620,-330,-1.95,16900,16980,16610,1507907,25171883480,689039496,11451836423520
20240312,011200,KR7011200003,HMM,KOSPI,16500,-120,-.72,16760,16770,16420,1425108,23513532750,689039496,11369151684000
20240313,011200,KR7011200003,HMM,KOSPI,16250,-250,-1.52,16630,16630,16060,2379262,38600821980,689039496,11196891810000
20240314,011200,KR7011200003,HMM,KOSPI,16580,330,2.03,16370,16770,16170,2755578,45373207660,689039496,11424274843680
20240315,011200,KR7011200003,HMM,KOSPI,15960,-620,-3.74,16780,17040,15960,3086893,50284073390,689039496,10997070356160
20240318,011200,KR7011200003,HMM,KOSPI,16050,90,.56,16110,16400,16000,1740214,28046390110,689039496,11059083910800
20240319,011200,KR7011200003,HMM,KOSPI,15680,-370,-2.31,16020,16100,15660,1740018,27564628870,689039496,10804139297280
20240320,011200,KR7011200003,HMM,KOSPI,15700,20,.13,15790,15970,15680,1021410,16139096080,689039496,10817920087200
20240321,011200,KR7011200003,HMM,KOSPI,15890,190,1.21,15850,16040,15790,1166320,18513905370,689039496,10948837591440
20240322,011200,KR7011200003,HMM,KOSPI,15560,-330,-2.08,15890,15900,15560,1619702,25393636490,689039496,10721454557760
20240325,011200,KR7011200003,HMM,KOSPI,15610,50,.32,15630,15680,15570,1096058,17121948800,689039496,10755906532560
20240326,011200,KR7011200003,HMM,KOSPI,15430,-180,-1.15,15670,15670,15400,1770352,27438183280,689039496,10631879423280
20240327,011200,KR7011200003,HMM,KOSPI,15510,80,.52,15430,15910,15420,1990143,31157992920,689039496,10687002582960
