basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20240102,028260,KR7028260008,삼성물산,KOSPI,129300,-200,-.15,128100,130300,127500,177547,22911190200,185591670,23997002931000
20240103,028260,KR7028260008,삼성물산,KOSPI,128400,-900,-.7,128100,129100,127700,191084,24500154500,185591670,23829970428000
20240104,028260,KR7028260008,삼성물산,KOSPI,127100,-1300,-1.01,127300,128500,126600,189583,24155339800,185591670,23588701257000
20240105,028260,KR7028260008,삼성물산,KOSPI,125100,-2000,-1.57,127000,127100,123800,192828,24096134200,185591670,23217517917000
20240108,028260,KR7028260008,삼성물산,KOSPI,124400,-700,-.56,124000,125700,123900,119328,14866441600,185591670,23087603748000
20240109,028260,KR7028260008,삼성물산,KOSPI,124500,100,.08,126000,126100,124000,121308,15168443800,185591670,23106162915000
20240110,028260,KR7028260008,삼성물산,KOSPI,123800,-700,-.56,124200,124800,122900,105297,13004276700,185591670,22976248746000
20240111,028260,KR7028260008,삼성물산,KOSPI,121600,-2200,-1.78,123100,123800,121000,1726098,208268573948,185591670,22567947072000
20240112,028260,KR7028260008,삼성물산,KOSPI,122300,700,.58,122800,122800,121500,150016,18300589400,185591670,22697861241000
20240115,028260,KR7028260008,삼성물산,KOSPI,120500,-1800,-1.47,121500,122100,119900,221582,26695991100,185591670,22363796235000
20240116,028260,KR7028260008,삼성물산,KOSPI,119300,-1200,-1,119400,120200,119200,213009,25476026500,185591670,22141086231000
20240117,028260,KR7028260008,삼성물산,KOSPI,117000,-2300,-1.93,119700,119700,116800,212304,25000353400,185591670,21714225390000
20240118,028260,KR7028260008,삼성물산,KOSPI,115400,-1600,-1.37,116000,116800,115400,234660,27212000300,185591670,21417278718000
20240119,028260,KR7028260008,삼성물산,KOSPI,117700,2300,1.99,116300,117800,116100,256583,30018356900,185591670,21844139559000
20240122,028260,KR7028260008,삼성물산,KOSPI,116600,-1100,-.93,118600,118900,116600,150549,17727512800,185591670,21639988722000
20240123,028260,KR7028260008,삼성물산,KOSPI,117600,1000,.86,116600,118000,115600,146924,17174763700,185591670,21825580392000
20240124,028260,KR7028260008,삼성물산,KOSPI,117400,-200,-.17,117700,118000,116500,132363,15532605500,185591670,21788462058000
20240125,028260,KR7028260008,삼성물산,KOSPI,119700,2300,1.96,117500,119800,116600,188680,22428714100,185591670,22215322899000
20240126,028260,KR7028260008,삼성물산,KOSPI,120300,600,.5,118800,121000,118800,167631,20167661600,185591670,22326677901000
20240129,028260,KR7028260008,삼성물산,KOSPI,127900,7600,6.32,120600,129200,120400,620350,78535198800,185591670,23737174593000
