basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20200115,009830,KR7009830001,한화솔루션,KOSPI,20000,0,0,19900,20100,19700,421749,8414649900,161479290,3229585800000
20200116,009830,KR7009830001,한화솔루션,KOSPI,19550,-450,-2.25,20000,20050,19450,644301,12628834500,161479290,3156920119500
20200117,009830,KR7009830001,한화솔루션,KOSPI,19600,50,.26,19550,20150,19550,596658,11767469200,161479290,3164994084000
20200120,009830,KR7009830001,한화솔루션,KOSPI,20050,450,2.3,19700,20250,19600,884434,17735385800,161479290,3237659764500
20200121,009830,KR7009830001,한화솔루션,KOSPI,19800,-250,-1.25,20000,20100,19750,468049,9308376400,161479290,3197289942000
20200122,009830,KR7009830001,한화솔루션,KOSPI,19700,-100,-.51,19900,20000,19600,345945,6822008700,161479290,3181142013000
20200123,009830,KR7009830001,한화솔루션,KOSPI,19150,-550,-2.79,19650,19700,19000,627447,12067639900,161479290,3092328403500
20200128,009830,KR7009830001,한화솔루션,KOSPI,17800,-1350,-7.05,18400,18650,17700,1259404,22655483750,161479290,2874331362000
20200129,009830,KR7009830001,한화솔루션,KOSPI,17850,50,.28,18050,18100,17600,505612,9039024550,161479290,2882405326500
20200130,009830,KR7009830001,한화솔루션,KOSPI,17400,-450,-2.52,17800,17950,17150,1001650,17497773150,161479290,2809739646000
20200131,009830,KR7009830001,한화솔루션,KOSPI,16850,-550,-3.16,17400,17550,16850,665423,11399961400,161479290,2720926036500
20200203,009830,KR7009830001,한화솔루션,KOSPI,16800,-50,-.3,16450,17000,16150,800729,13289266800,161479290,2712852072000
20200204,009830,KR7009830001,한화솔루션,KOSPI,17150,350,2.08,17000,17250,16850,694116,11872986650,161479290,2769369823500
20200205,009830,KR7009830001,한화솔루션,KOSPI,17200,50,.29,17450,17500,16950,673541,11571954850,161479290,2777443788000
20200206,009830,KR7009830001,한화솔루션,KOSPI,18550,1350,7.85,17400,18700,17350,1491394,27161551900,161479290,2995440829500
20200207,009830,KR7009830001,한화솔루션,KOSPI,18350,-200,-1.08,18350,18700,18050,429740,7860921350,161479290,2963144971500
20200210,009830,KR7009830001,한화솔루션,KOSPI,18300,-50,-.27,18100,18450,17900,439919,8010767250,161479290,2955071007000
20200211,009830,KR7009830001,한화솔루션,KOSPI,18750,450,2.46,18350,19200,18150,1187884,22208157900,161479290,3027736687500
20200212,009830,KR7009830001,한화솔루션,KOSPI,18900,150,.8,18550,19300,18500,1300053,24526297800,161479290,3051958581000
20200213,009830,KR7009830001,한화솔루션,KOSPI,18600,-300,-1.59,18950,19250,18500,894204,16900154350,161479290,3003514794000
20200214,009830,KR7009830001,한화솔루션,KOSPI,18350,-250,-1.34,18550,18750,18300,542510,9984253400,161479290,2963144971500
20200217,009830,KR7009830001,한화솔루션,KOSPI,18850,500,2.72,18350,19000,18100,701366,13114589250,161479290,3043884616500
20200218,009830,KR7009830001,한화솔루션,KOSPI,18650,-200,-1.06,18650,18850,18450,418392,7819429800,161479290,3011588758500
20200219,009830,KR7009830001,한화솔루션,KOSPI,18850,200,1.07,18900,19050,18550,647926,12230016200,161479290,3043884616500
20200220,009830,KR7009830001,한화솔루션,KOSPI,19750,900,4.77,19150,20000,19000,2917067,57394823700,161479290,3189215977500
20200221,009830,KR7009830001,한화솔루션,KOSPI,20300,550,2.78,19600,21000,19550,3365515,69092695950,161479290,3278029587000
20200224,009830,KR7009830001,한화솔루션,KOSPI,19100,-1200,-5.91,19800,20000,19000,1594503,30919682100,161479290,3084254439000
20200225,009830,KR7009830001,한화솔루션,KOSPI,18800,-300,-1.57,19100,19300,18650,1282799,24194785750,161479290,3035810652000
20200226,009830,KR7009830001,한화솔루션,KOSPI,18750,-50,-.27,18300,19050,18250,980612,18287422650,161479290,3027736687500
20200227,009830,KR7009830001,한화솔루션,KOSPI,18800,50,.27,19050,19750,18650,1278359,24518244750,161479290,3035810652000
20200228,009830,KR7009830001,한화솔루션,KOSPI,17850,-950,-5.05,18400,18500,17700,1402829,25141686550,161479290,2882405326500
20200302,009830,KR7009830001,한화솔루션,KOSPI,17950,100,.56,18100,18200,17600,825826,14837287350,161479290,2898553255500
20200303,009830,KR7009830001,한화솔루션,KOSPI,18000,50,.28,18400,18550,17850,921444,16746323300,161479290,2906627220000
20200304,009830,KR7009830001,한화솔루션,KOSPI,18700,700,3.89,17800,18900,17750,994094,18531750250,161479290,3019662723000
20200305,009830,KR7009830001,한화솔루션,KOSPI,18650,-50,-.27,18950,19000,18500,637375,11927154900,161479290,3011588758500
20200306,009830,KR7009830001,한화솔루션,KOSPI,18200,-450,-2.41,18300,18650,18150,588009,10748522600,161479290,2938923078000
20200309,009830,KR7009830001,한화솔루션,KOSPI,16350,-1850,-10.16,17700,17700,16150,2107166,35229033750,161479290,2640186391500
20200310,009830,KR7009830001,한화솔루션,KOSPI,16400,50,.31,16000,16750,15900,1353187,22179131592,161479290,2648260356000
20200311,009830,KR7009830001,한화솔루션,KOSPI,16250,-150,-.91,16500,16850,16050,1028751,16941751550,161479290,2624038462500
20200312,009830,KR7009830001,한화솔루션,KOSPI,14600,-1650,-10.15,16100,16200,14450,2360786,35214891850,161479290,2357597634000
20200313,009830,KR7009830001,한화솔루션,KOSPI,13200,-1400,-9.59,13050,13450,12100,3519200,45201697150,161479290,2131526628000
20200316,009830,KR7009830001,한화솔루션,KOSPI,12750,-450,-3.41,13300,13800,12750,1406528,18506875050,161479290,2058860947500
20200317,009830,KR7009830001,한화솔루션,KOSPI,13000,250,1.96,11850,13200,11800,1414741,17868137050,161479290,2099230770000
20200318,009830,KR7009830001,한화솔루션,KOSPI,11700,-1300,-10,13050,13200,11700,1453345,18106238850,161479290,1889307693000
20200319,009830,KR7009830001,한화솔루션,KOSPI,9500,-2200,-18.8,11950,12250,9500,3460681,35930593190,161479290,1534053255000
20200320,009830,KR7009830001,한화솔루션,KOSPI,10500,1000,10.53,9840,10500,9370,2408986,24054259500,161479290,1695532545000
20200323,009830,KR7009830001,한화솔루션,KOSPI,9410,-1090,-10.38,9510,10000,9410,1982452,18984642470,161479290,1519520118900
20200324,009830,KR7009830001,한화솔루션,KOSPI,10350,940,9.99,9750,10350,9430,1439012,14341494430,161479290,1671310651500
