basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20240102,066570,KR7066570003,LG전자,KOSPI,101400,-400,-.39,101500,101800,100500,407630,41268440700,163647814,16593888339600
20240103,066570,KR7066570003,LG전자,KOSPI,99500,-1900,-1.87,100400,101000,99400,489206,48865025100,163647814,16282957493000
20240104,066570,KR7066570003,LG전자,KOSPI,97800,-1700,-1.71,98500,98700,97200,713479,69754854300,163647814,16004756209200
20240105,066570,KR7066570003,LG전자,KOSPI,97100,-700,-.72,97600,97800,96800,472224,45825330200,163647814,15890202739400
20240108,066570,KR7066570003,LG전자,KOSPI,99100,2000,2.06,97500,100300,97000,757089,74575424900,163647814,16217498367400
20240109,066570,KR7066570003,LG전자,KOSPI,98000,-1100,-1.11,100100,100700,98000,540554,53466835100,163647814,16037485772000
20240110,066570,KR7066570003,LG전자,KOSPI,97200,-800,-.82,98000,98900,97000,508980,49623425056,163647814,15906567520800
20240111,066570,KR7066570003,LG전자,KOSPI,95000,-2200,-2.26,97500,97500,95000,1235778,117969873100,163647814,15546542330000
20240112,066570,KR7066570003,LG전자,KOSPI,94700,-300,-.32,95000,95800,94300,583157,55366939700,163647814,15497447985800
20240115,066570,KR7066570003,LG전자,KOSPI,95100,400,.42,95300,95600,94900,288403,27469749600,163647814,15562907111400
20240116,066570,KR7066570003,LG전자,KOSPI,94600,-500,-.53,94700,95400,93700,443988,41984196400,163647814,15481083204400
20240117,066570,KR7066570003,LG전자,KOSPI,91300,-3300,-3.49,94000,94100,90700,922101,84714448200,163647814,14941045418200
20240118,066570,KR7066570003,LG전자,KOSPI,91200,-100,-.11,91100,92400,91100,491278,45011548800,163647814,14924680636800
20240119,066570,KR7066570003,LG전자,KOSPI,91800,600,.66,92200,92400,90900,438001,40147453100,163647814,15022869325200
20240122,066570,KR7066570003,LG전자,KOSPI,91200,-600,-.65,92900,92900,90800,500375,45696082500,163647814,14924680636800
20240123,066570,KR7066570003,LG전자,KOSPI,93800,2600,2.85,92000,94900,91200,513677,47818615800,163647814,15350164953200
20240124,066570,KR7066570003,LG전자,KOSPI,93900,100,.11,94300,95200,93200,446762,42128703800,163647814,15366529734600
20240125,066570,KR7066570003,LG전자,KOSPI,94000,100,.11,93900,94300,92700,300281,28099149700,163647814,15382894516000
20240126,066570,KR7066570003,LG전자,KOSPI,93500,-500,-.53,94000,94100,92700,359923,33625218800,163647814,15301070609000
20240129,066570,KR7066570003,LG전자,KOSPI,94300,800,.86,93600,95500,93600,462718,43835080800,163647814,15431988860200
20240130,066570,KR7066570003,LG전자,KOSPI,94500,200,.21,95000,95700,94500,441305,41984986600,163647814,15464718423000
20240131,066570,KR7066570003,LG전자,KOSPI,93500,-1000,-1.06,94300,94400,91200,703333,65247954600,163647814,15301070609000
20240201,066570,KR7066570003,LG전자,KOSPI,95100,1600,1.71,92600,95600,92500,680461,64426050523,163647814,15562907111400
20240202,066570,KR7066570003,LG전자,KOSPI,97300,2200,2.31,95600,97900,95400,937733,90760085400,163647814,15922932302200
20240205,066570,KR7066570003,LG전자,KOSPI,97100,-200,-.21,97800,98000,95500,593080,57544875100,163647814,15890202739400
20240206,066570,KR7066570003,LG전자,KOSPI,96600,-500,-.51,96800,97700,96600,418705,40676007800,163647814,15808378832400
20240207,066570,KR7066570003,LG전자,KOSPI,98900,2300,2.38,97700,99400,96800,792315,77814505700,163647814,16184768804600
