basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20200102,005380,KR7005380001,현대차,KOSPI,118000,-2500,-2.07,121000,121000,118000,556532,66204982000,213668187,25212846066000
20200103,005380,KR7005380001,현대차,KOSPI,116000,-2000,-1.69,118500,119000,115000,1145187,133656979500,213668187,24785509692000
20200106,005380,KR7005380001,현대차,KOSPI,116000,0,0,116000,117000,115500,334574,38906862000,213668187,24785509692000
20200107,005380,KR7005380001,현대차,KOSPI,115500,-500,-.43,116500,117000,115500,674196,78229338000,213668187,24678675598500
20200108,005380,KR7005380001,현대차,KOSPI,112000,-3500,-3.03,115000,115500,111500,1044825,117813434500,213668187,23930836944000
20200109,005380,KR7005380001,현대차,KOSPI,111500,-500,-.45,113000,114500,110000,1375510,153594468500,213668187,23824002850500
20200110,005380,KR7005380001,현대차,KOSPI,113500,2000,1.79,112500,114500,112000,896507,101622162500,213668187,24251339224500
20200113,005380,KR7005380001,현대차,KOSPI,115000,1500,1.32,113500,115500,113000,692917,79658083515,213668187,24571841505000
20200114,005380,KR7005380001,현대차,KOSPI,116000,1000,.87,115500,117000,115500,739959,86137868500,213668187,24785509692000
20200115,005380,KR7005380001,현대차,KOSPI,115000,-1000,-.86,116000,116000,114000,564142,64980602500,213668187,24571841505000
20200116,005380,KR7005380001,현대차,KOSPI,118500,3500,3.04,117000,120000,116500,1638719,194518479500,213668187,25319680159500
20200117,005380,KR7005380001,현대차,KOSPI,118500,0,0,118500,120000,118000,574301,68191197000,213668187,25319680159500
20200120,005380,KR7005380001,현대차,KOSPI,118000,-500,-.42,119500,119500,117500,445922,52705867500,213668187,25212846066000
20200121,005380,KR7005380001,현대차,KOSPI,117000,-1000,-.85,118000,118500,116500,545156,63918936000,213668187,24999177879000
20200122,005380,KR7005380001,현대차,KOSPI,127000,10000,8.55,117500,127000,117500,2773421,340288836250,213668187,27135859749000
20200123,005380,KR7005380001,현대차,KOSPI,130500,3500,2.76,130000,131500,128000,2492785,324324299000,213668187,27883698403500
20200128,005380,KR7005380001,현대차,KOSPI,131000,500,.38,127000,132500,127000,1841752,239774836500,213668187,27990532497000
20200129,005380,KR7005380001,현대차,KOSPI,131000,0,0,132000,133000,129000,1318578,172673065000,213668187,27990532497000
20200130,005380,KR7005380001,현대차,KOSPI,127500,-3500,-2.67,130000,130500,126500,1034661,132575269500,213668187,27242693842500
20200131,005380,KR7005380001,현대차,KOSPI,125000,-2500,-1.96,128500,129500,124500,1035126,131039084500,213668187,26708523375000
20200203,005380,KR7005380001,현대차,KOSPI,123500,-1500,-1.2,123000,125000,121000,1270442,156536828500,213668187,26388021094500
20200204,005380,KR7005380001,현대차,KOSPI,124000,500,.4,123500,126000,122500,1203992,149758250000,213668187,26494855188000
20200205,005380,KR7005380001,현대차,KOSPI,124000,0,0,125000,126000,123500,1032267,128709638000,213668187,26494855188000
20200206,005380,KR7005380001,현대차,KOSPI,132000,8000,6.45,125500,133000,125500,1659774,216359565500,213668187,28204200684000
20200207,005380,KR7005380001,현대차,KOSPI,131000,-1000,-.76,130500,131000,127500,999598,129586426000,213668187,27990532497000
20200210,005380,KR7005380001,현대차,KOSPI,130000,-1000,-.76,129500,132000,129000,669628,87193041500,213668187,27776864310000
20200211,005380,KR7005380001,현대차,KOSPI,132500,2500,1.92,131000,135000,130500,949247,126260718000,213668187,28311034777500
20200212,005380,KR7005380001,현대차,KOSPI,136000,3500,2.64,132500,137500,132500,1373302,186255655500,213668187,29058873432000
20200213,005380,KR7005380001,현대차,KOSPI,133000,-3000,-2.21,137000,137500,133000,1035208,139172509000,213668187,28417868871000
20200214,005380,KR7005380001,현대차,KOSPI,133500,500,.38,132500,135000,131500,591584,79206672500,213668187,28524702964500
20200217,005380,KR7005380001,현대차,KOSPI,135500,2000,1.5,133500,136000,132500,555451,74968482000,213668187,28952039338500
20200218,005380,KR7005380001,현대차,KOSPI,132500,-3000,-2.21,134000,134500,131000,744150,98501957000,213668187,28311034777500
20200219,005380,KR7005380001,현대차,KOSPI,131500,-1000,-.75,133000,134000,130500,776121,102458807500,213668187,28097366590500
20200220,005380,KR7005380001,현대차,KOSPI,130000,-1500,-1.14,132500,133000,129000,711858,92715774000,213668187,27776864310000
20200221,005380,KR7005380001,현대차,KOSPI,128000,-2000,-1.54,128000,129500,127000,686417,88036416000,213668187,27349527936000
20200224,005380,KR7005380001,현대차,KOSPI,122500,-5500,-4.3,124500,125000,122000,911932,112556580000,213668187,26174352907500
20200225,005380,KR7005380001,현대차,KOSPI,122500,0,0,122500,124500,122000,796176,97773495500,213668187,26174352907500
20200226,005380,KR7005380001,현대차,KOSPI,122500,0,0,121000,124000,120000,1001834,122241743500,213668187,26174352907500
