basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20210405,000270,KR7000270009,기아,KOSPI,85500,-1100,-1.27,87200,87400,84700,2606316,223283916700,405363347,34658566168500
20210406,000270,KR7000270009,기아,KOSPI,84900,-600,-.7,86400,86600,84500,2128447,181567369500,405363347,34415348160300
20210407,000270,KR7000270009,기아,KOSPI,85300,400,.47,84600,86000,84200,1719671,146377952000,405363347,34577493499100
20210408,000270,KR7000270009,기아,KOSPI,87100,1800,2.11,85500,87400,84400,3440642,297859943200,405363347,35307147523700
20210409,000270,KR7000270009,기아,KOSPI,84600,-2500,-2.87,87000,87100,84500,2976956,253910266300,405363347,34293739156200
20210412,000270,KR7000270009,기아,KOSPI,84300,-300,-.35,84700,85500,83700,1619138,137099219500,405363347,34172130152100
20210413,000270,KR7000270009,기아,KOSPI,85500,1200,1.42,84900,86000,84600,1852408,158080103800,405363347,34658566168500
20210414,000270,KR7000270009,기아,KOSPI,86000,500,.58,85700,87600,85500,2898248,251144840700,405363347,34861247842000
20210415,000270,KR7000270009,기아,KOSPI,85200,-800,-.93,85700,86200,84700,1936566,165509705800,405363347,34536957164400
20210416,000270,KR7000270009,기아,KOSPI,86900,1700,2,86200,88300,86000,4815491,420622905700,405363347,35226074854300
20210419,000270,KR7000270009,기아,KOSPI,85700,-1200,-1.38,87500,88200,85700,3893337,338981784600,405363347,34739638837900
20210420,000270,KR7000270009,기아,KOSPI,85900,200,.23,85800,86500,85300,1794568,153980135800,405363347,34820711507300
20210421,000270,KR7000270009,기아,KOSPI,83800,-2100,-2.44,85300,85500,83700,3173586,267619889300,405363347,33969448478600
20210422,000270,KR7000270009,기아,KOSPI,83400,-400,-.48,84500,84900,83300,2732990,229660841200,405363347,33807303139800
20210423,000270,KR7000270009,기아,KOSPI,81300,-2100,-2.52,82300,82500,81200,4508754,368065327000,405363347,32956040111100
20210426,000270,KR7000270009,기아,KOSPI,82700,1400,1.72,81500,83000,81500,2166439,178472804100,405363347,33523548796900
20210427,000270,KR7000270009,기아,KOSPI,81900,-800,-.97,81900,82500,81300,2079110,169731405580,405363347,33199258119300
20210428,000270,KR7000270009,기아,KOSPI,81400,-500,-.61,81400,82600,81300,1708173,139632863200,405363347,32996576445800
20210429,000270,KR7000270009,기아,KOSPI,79300,-2100,-2.58,81200,81300,79300,3276054,261895874600,405363347,32145313417100
20210430,000270,KR7000270009,기아,KOSPI,77000,-2300,-2.9,78900,79000,77000,3165897,245612841900,405363347,31212977719000
20210503,000270,KR7000270009,기아,KOSPI,80100,3100,4.03,77000,81200,77000,3400379,271190552200,405363347,32469604094700
20210504,000270,KR7000270009,기아,KOSPI,80900,800,1,80500,81100,78600,2056168,165232192600,405363347,32793894772300
20210506,000270,KR7000270009,기아,KOSPI,80200,-700,-.87,81200,81700,80000,1979388,159566041300,405363347,32510140429400
20210507,000270,KR7000270009,기아,KOSPI,80700,500,.62,80500,81300,80000,1214101,97971327500,405363347,32712822102900
20210510,000270,KR7000270009,기아,KOSPI,83000,2300,2.85,81300,83200,81100,2906539,239650917300,405363347,33645157801000
20210511,000270,KR7000270009,기아,KOSPI,81400,-1600,-1.93,82300,82600,81000,1939482,158078102700,405363347,32996576445800
20210512,000270,KR7000270009,기아,KOSPI,83100,1700,2.09,81500,84200,81500,3764012,311938287400,405363347,33685694135700
20210513,000270,KR7000270009,기아,KOSPI,81800,-1300,-1.56,81800,83100,81200,2651017,217419170500,405363347,33158721784600
20210514,000270,KR7000270009,기아,KOSPI,82600,800,.98,82900,84300,82300,2580701,214688087400,405363347,33483012462200
20210517,000270,KR7000270009,기아,KOSPI,81600,-1000,-1.21,83200,83300,81500,1775429,145415561775,405363347,33077649115200
20210518,000270,KR7000270009,기아,KOSPI,83000,1400,1.72,81500,83200,81500,2000011,165592183000,405363347,33645157801000
20210520,000270,KR7000270009,기아,KOSPI,80300,-2700,-3.25,81800,82500,80200,3295770,266520810900,405363347,32550676764100
20210521,000270,KR7000270009,기아,KOSPI,82700,2400,2.99,81000,84300,80600,4785672,397086759300,405363347,33523548796900
20210524,000270,KR7000270009,기아,KOSPI,82300,-400,-.48,82300,83600,82000,1501669,124229583000,405363347,33361403458100
20210525,000270,KR7000270009,기아,KOSPI,81800,-500,-.61,82900,82900,81000,1821387,148903184700,405363347,33158721784600
20210526,000270,KR7000270009,기아,KOSPI,81300,-500,-.61,82100,82800,81000,1599248,130581764300,405363347,32956040111100
20210527,000270,KR7000270009,기아,KOSPI,80800,-500,-.62,81400,81600,80500,2021954,163495863900,405363347,32753358437600
20210528,000270,KR7000270009,기아,KOSPI,84700,3900,4.83,81800,84800,81600,6187345,520155872600,405363347,34334275490900
