basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20240102,090430,KR7090430000,아모레퍼시픽,KOSPI,141200,-3800,-2.62,144800,144800,139400,145896,20574446200,58492759,8259177570800
20240103,090430,KR7090430000,아모레퍼시픽,KOSPI,134700,-6500,-4.6,139600,141000,134700,145816,19894545600,58492759,7878974637300
20240104,090430,KR7090430000,아모레퍼시픽,KOSPI,130400,-4300,-3.19,134200,135100,129600,195951,25675594800,58492759,7627455773600
20240105,090430,KR7090430000,아모레퍼시픽,KOSPI,131700,1300,1,130900,133000,130200,154917,20350002002,58492759,7703496360300
20240108,090430,KR7090430000,아모레퍼시픽,KOSPI,129200,-2500,-1.9,132500,132800,129000,156292,20258285785,58492759,7557264462800
20240109,090430,KR7090430000,아모레퍼시픽,KOSPI,132700,3500,2.71,131200,133800,129300,103623,13662946100,58492759,7761989119300
20240110,090430,KR7090430000,아모레퍼시픽,KOSPI,131300,-1400,-1.06,132800,135500,130900,106698,14164646200,58492759,7680099256700
20240111,090430,KR7090430000,아모레퍼시픽,KOSPI,127000,-4300,-3.27,131300,131400,127000,245461,31505170950,58492759,7428580393000
20240112,090430,KR7090430000,아모레퍼시픽,KOSPI,127000,0,0,127500,129000,126000,86293,10963721000,58492759,7428580393000
20240115,090430,KR7090430000,아모레퍼시픽,KOSPI,122100,-4900,-3.86,128000,128300,121900,136340,16884894300,58492759,7141965873900
20240116,090430,KR7090430000,아모레퍼시픽,KOSPI,122800,700,.57,121000,123700,120600,96575,11816559100,58492759,7182910805200
20240117,090430,KR7090430000,아모레퍼시픽,KOSPI,121300,-1500,-1.22,123900,124600,120900,121870,14876461700,58492759,7095171666700
20240118,090430,KR7090430000,아모레퍼시픽,KOSPI,130600,9300,7.67,121100,131500,121100,339855,43752415500,58492759,7639154325400
20240119,090430,KR7090430000,아모레퍼시픽,KOSPI,131500,900,.69,130500,132500,129100,104079,13687977400,58492759,7691797808500
20240122,090430,KR7090430000,아모레퍼시픽,KOSPI,132000,500,.38,132400,133300,129700,127392,16709001541,58492759,7721044188000
20240123,090430,KR7090430000,아모레퍼시픽,KOSPI,138900,6900,5.23,133300,139300,133000,267970,37021748950,58492759,8124644225100
20240124,090430,KR7090430000,아모레퍼시픽,KOSPI,138500,-400,-.29,138800,141000,137400,139636,19400802680,58492759,8101247121500
20240125,090430,KR7090430000,아모레퍼시픽,KOSPI,139500,1000,.72,139400,139800,136700,92811,12860776300,58492759,8159739880500
20240126,090430,KR7090430000,아모레퍼시픽,KOSPI,140000,500,.36,138100,143000,135000,121059,17022225800,58492759,8188986260000
20240129,090430,KR7090430000,아모레퍼시픽,KOSPI,136400,-3600,-2.57,140000,140500,136400,129588,17767584200,58492759,7978412327600
20240130,090430,KR7090430000,아모레퍼시픽,KOSPI,135700,-700,-.51,136100,137800,133500,98233,13349653000,58492759,7937467396300
20240131,090430,KR7090430000,아모레퍼시픽,KOSPI,118000,-17700,-13.04,133800,134000,117000,634822,77661102400,58492759,6902145562000
20240201,090430,KR7090430000,아모레퍼시픽,KOSPI,119600,1600,1.36,118600,119700,117000,282895,33570330350,58492759,6995733976400
20240202,090430,KR7090430000,아모레퍼시픽,KOSPI,123100,3500,2.93,118700,124900,118500,228091,28066166700,58492759,7200458632900
20240205,090430,KR7090430000,아모레퍼시픽,KOSPI,120000,-3100,-2.52,122300,122700,118300,169379,20315982300,58492759,7019131080000
20240206,090430,KR7090430000,아모레퍼시픽,KOSPI,124900,4900,4.08,120000,127500,119000,224254,27877590500,58492759,7305745599100
20240207,090430,KR7090430000,아모레퍼시픽,KOSPI,127700,2800,2.24,126900,128100,123500,126894,16105458000,58492759,7469525324300
20240208,090430,KR7090430000,아모레퍼시픽,KOSPI,129400,1700,1.33,128300,129700,126300,323750,41665832400,58492759,7568963014600
20240213,090430,KR7090430000,아모레퍼시픽,KOSPI,125500,-3900,-3.01,131700,133700,124400,204682,25860370500,58492759,7340841254500
20240214,090430,KR7090430000,아모레퍼시픽,KOSPI,123500,-2000,-1.59,124200,125200,122700,117013,14450611700,58492759,7223855736500
20240215,090430,KR7090430000,아모레퍼시픽,KOSPI,124500,1000,.81,124800,129300,123600,161659,20401701200,58492759,7282348495500
20240216,090430,KR7090430000,아모레퍼시픽,KOSPI,125000,500,.4,126200,126300,123500,105273,13177252400,58492759,7311594875000
20240219,090430,KR7090430000,아모레퍼시픽,KOSPI,127500,2500,2,124800,128000,123600,124070,15613844200,58492759,7457826772500
20240220,090430,KR7090430000,아모레퍼시픽,KOSPI,126900,-600,-.47,126500,127300,124900,105471,13306788700,58492759,7422731117100
